dataset,protocol,model,seeds,precision_n,precision_mean,precision_sample_std,precision_median,precision_min,precision_max,precision_ci95_low,precision_ci95_high,recall_n,recall_mean,recall_sample_std,recall_median,recall_min,recall_max,recall_ci95_low,recall_ci95_high,f1_n,f1_mean,f1_sample_std,f1_median,f1_min,f1_max,f1_ci95_low,f1_ci95_high,pr_auc_n,pr_auc_mean,pr_auc_sample_std,pr_auc_median,pr_auc_min,pr_auc_max,pr_auc_ci95_low,pr_auc_ci95_high,mcc_n,mcc_mean,mcc_sample_std,mcc_median,mcc_min,mcc_max,mcc_ci95_low,mcc_ci95_high,fpr_n,fpr_mean,fpr_sample_std,fpr_median,fpr_min,fpr_max,fpr_ci95_low,fpr_ci95_high,train_time_sec_n,train_time_sec_mean,train_time_sec_sample_std,train_time_sec_median,train_time_sec_min,train_time_sec_max,train_time_sec_ci95_low,train_time_sec_ci95_high,test_time_sec_n,test_time_sec_mean,test_time_sec_sample_std,test_time_sec_median,test_time_sec_min,test_time_sec_max,test_time_sec_ci95_low,test_time_sec_ci95_high
CSE-CIC-IDS2018,2018-02-15_train_vs_2018-02-16_test,LogisticRegression,"42,43,44,45,46",5,0.9984280282369209,0.0026238544593474777,0.9996001599360256,0.9937394415184339,0.9997000899730081,0.9961281183987275,1.0007279380751144,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.9992120132601066,0.0013163000610827108,0.9998000399920016,0.9968598913422718,0.9998500224966255,0.9980582253852823,1.0003658011349308,5,0.9993577608221633,0.00026509340762647694,0.9994990116686201,0.9990202401433163,0.9996175180160976,0.9991253962052661,0.9995901254390606,5,0.9984240140793197,0.0026326278650485742,0.9996000799680095,0.9937197205635337,0.9997000449865031,0.9961164140119618,1.0007316141466776,5,0.0015800000000000002,0.0026414011433328337,0.0004,0.0003,0.0063,-0.0007352901848364491,0.0038952901848364496,5,0.4436827199999243,0.0809548018895507,0.4401918000075966,0.349368300056085,0.5320431999862194,0.3727227074689393,0.5146427325309093,5,0.039881639974191786,0.005113639059672499,0.04005660000257194,0.033725099987350404,0.046339599997736514,0.03539933771066007,0.044363942237723504
CSE-CIC-IDS2018,2018-02-15_train_vs_2018-02-16_test,RandomForest,"42,43,44,45,46",5,0.6595863074557566,0.30536811866429614,0.5235041277205431,0.31086614173228344,0.9985590778097982,0.39191934982987797,0.9272532650816353,5,0.41924,0.2951373714052492,0.3948,0.0693,0.7673,0.160540687736206,0.677939312263794,5,0.40137474371815485,0.1987218938281445,0.34784140969162997,0.12960538619786796,0.622379040434765,0.22718732373700187,0.5755621636993078,5,0.7215456902408285,0.2038039304816786,0.7963474144510987,0.38446649295393664,0.897537801271792,0.542903668726468,0.900187711755189,5,0.018009074237496613,0.3127915614541336,0.07785815192303239,-0.4989301032986128,0.3197450057051772,-0.2561648178888037,0.29218296636379687,5,0.44788000000000006,0.4134938052740331,0.6581,0.0001,0.8752,0.08543669930782283,0.8103233006921773,5,4.172010059980676,0.2782356894008747,4.119905399973504,3.874143799999729,4.632359600043856,3.9281257251960615,4.41589439476529,5,0.23759504000190645,0.06005720333037674,0.20920819998718798,0.20473260001745075,0.34430649993009865,0.1849525802412888,0.2902374997625241
