replicate,resampling_unit,n,prevalence,precision,recall,f1,pr_auc,mcc,fpr,tp,fp,tn,fn,predicted_positive,threshold
508,block_id,2000,0.0195,0.8666666666666667,1.0,0.9285714285714286,0.8830999066293184,0.9295240493685901,0.0030596634370219276,39,6,1955,0,45,1.2729429339548877
509,block_id,2000,0.0155,0.9117647058823529,1.0,0.9538461538461539,0.9415236383178058,0.9541360105057254,0.0015236160487557136,31,3,1966,0,34,1.2729429339548877
510,block_id,2000,0.013,0.8387096774193549,1.0,0.9122807017543859,0.9115919301146941,0.9146503627830495,0.0025329280648429585,26,5,1969,0,31,1.2729429339548877
511,block_id,2000,0.016,0.7441860465116279,1.0,0.8533333333333334,0.8663207005772005,0.8602479119603501,0.005589430894308943,32,11,1957,0,43,1.2729429339548877
512,block_id,2000,0.012,0.8888888888888888,1.0,0.9411764705882353,0.9019088854615169,0.9420930746075844,0.0015182186234817814,24,3,1973,0,27,1.2729429339548877
513,block_id,2000,0.0175,0.8333333333333334,1.0,0.9090909090909091,0.8763219708826905,0.9112434997633174,0.0035623409669211198,35,7,1958,0,42,1.2729429339548877
514,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8706330508921972,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
515,block_id,2000,0.0105,0.5675675675675675,1.0,0.7241379310344828,0.6167542047976831,0.7503191623867388,0.00808489135927236,21,16,1963,0,37,1.2729429339548877
516,block_id,2000,0.016,0.8,1.0,0.8888888888888888,0.8211271367521367,0.8926073982886736,0.0040650406504065045,32,8,1960,0,40,1.2729429339548877
517,block_id,2000,0.0105,0.6363636363636364,1.0,0.7777777777777778,0.7091908091908093,0.7953017906523867,0.00606366851945427,21,12,1967,0,33,1.2729429339548877
518,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8564830802989309,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
519,block_id,2000,0.015,0.8571428571428571,1.0,0.9230769230769231,0.8394256206756208,0.9246444547271794,0.0025380710659898475,30,5,1965,0,35,1.2729429339548877
520,block_id,2000,0.0145,0.7435897435897436,1.0,0.8529411764705882,0.7799315264288041,0.8601262066785693,0.0050735667174023336,29,10,1961,0,39,1.2729429339548877
521,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8602985189237962,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
522,block_id,2000,0.0155,0.775,1.0,0.8732394366197183,0.9059358068104345,0.8783265865762251,0.0045708481462671405,31,9,1960,0,40,1.2729429339548877
523,block_id,2000,0.014,0.6666666666666666,1.0,0.8,0.6566825609751515,0.8135931040838821,0.007099391480730223,28,14,1958,0,42,1.2729429339548877
524,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.8733867276887872,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
525,block_id,2000,0.0145,0.7631578947368421,1.0,0.8656716417910447,0.8784683861398136,0.8715923103673348,0.0045662100456621,29,9,1962,0,38,1.2729429339548877
526,block_id,2000,0.0115,0.6571428571428571,1.0,0.7931034482758621,0.799719887955182,0.8081795157226171,0.006069802731411229,23,12,1965,0,35,1.2729429339548877
527,block_id,2000,0.012,0.9230769230769231,1.0,0.96,0.9273498152174623,0.960282580646573,0.0010121457489878543,24,2,1974,0,26,1.2729429339548877
528,block_id,2000,0.016,0.8,1.0,0.8888888888888888,0.8440972222222223,0.8926073982886736,0.0040650406504065045,32,8,1960,0,40,1.2729429339548877
529,block_id,2000,0.0145,0.8787878787878788,1.0,0.9354838709677419,0.8918793849828333,0.9364851537608532,0.0020294266869609334,29,4,1967,0,33,1.2729429339548877
530,block_id,2000,0.018,0.7659574468085106,1.0,0.8674698795180723,0.8281234092892437,0.872735619250448,0.00560081466395112,36,11,1953,0,47,1.2729429339548877
531,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8077897933370198,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
532,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.8483689692982456,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
533,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8791553576500737,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
534,block_id,2000,0.0165,0.8461538461538461,1.0,0.9166666666666666,0.8856085943042464,0.9184621915514279,0.003050330452465684,33,6,1961,0,39,1.2729429339548877
535,block_id,2000,0.0115,0.7666666666666667,1.0,0.8679245283018868,0.8550567107750472,0.8740435435381205,0.0035407182599898838,23,7,1970,0,30,1.2729429339548877
536,block_id,2000,0.0165,0.717391304347826,1.0,0.8354430379746836,0.7212516912648664,0.8441860161363662,0.0066090493136756485,33,13,1954,0,46,1.2729429339548877
537,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.7684230809440894,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
538,block_id,2000,0.0185,0.8222222222222222,1.0,0.9024390243902439,0.8541342299237037,0.9049151021229285,0.004075394803871625,37,8,1955,0,45,1.2729429339548877
539,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.8310325476992144,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
540,block_id,2000,0.0105,0.84,1.0,0.9130434782608695,0.8748717948717949,0.9155884298168872,0.00202122283981809,21,4,1975,0,25,1.2729429339548877
541,block_id,2000,0.014,1.0,1.0,1.0,1.0,1.0,0.0,28,0,1972,0,28,1.2729429339548877
542,block_id,2000,0.0165,0.8918918918918919,1.0,0.9428571428571428,0.9398601327393897,0.9434395486161943,0.0020335536349771225,33,4,1963,0,37,1.2729429339548877
543,block_id,2000,0.0175,0.875,1.0,0.9333333333333333,0.9245310245310245,0.9342234940824783,0.002544529262086514,35,5,1960,0,40,1.2729429339548877
544,block_id,2000,0.012,0.8275862068965517,1.0,0.9056603773584906,0.9011927567962051,0.9085659647177378,0.0025303643724696357,24,5,1971,0,29,1.2729429339548877
545,block_id,2000,0.014,0.8484848484848485,1.0,0.9180327868852459,0.8868812347073216,0.9199638676236758,0.002535496957403651,28,5,1967,0,33,1.2729429339548877
546,block_id,2000,0.0125,0.6944444444444444,1.0,0.819672131147541,0.7037652742256324,0.831009417878022,0.005569620253164557,25,11,1964,0,36,1.2729429339548877
547,block_id,2000,0.016,0.7619047619047619,1.0,0.8648648648648649,0.8596069238732282,0.870651075126345,0.00508130081300813,32,10,1958,0,42,1.2729429339548877
548,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7900071603774996,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
549,block_id,2000,0.012,0.8571428571428571,1.0,0.9230769230769231,0.8797619047619047,0.9248825601905315,0.0020242914979757085,24,4,1972,0,28,1.2729429339548877
550,block_id,2000,0.0175,0.8974358974358975,1.0,0.9459459459459459,0.911315997384109,0.9463662377295586,0.002035623409669211,35,4,1961,0,39,1.2729429339548877
551,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8385012362716349,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
552,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.7838046757164403,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
553,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.9376898467366572,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
554,block_id,2000,0.0115,0.6764705882352942,1.0,0.8070175438596491,0.7352467557071137,0.8201870003012239,0.00556398583712696,23,11,1966,0,34,1.2729429339548877
555,block_id,2000,0.0105,0.84,1.0,0.9130434782608695,0.8655555555555554,0.9155884298168872,0.00202122283981809,21,4,1975,0,25,1.2729429339548877
556,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8496547851172762,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
557,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8013693767316955,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
558,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.9440260826130391,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
559,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.849110817110817,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
560,block_id,2000,0.0115,0.8518518518518519,1.0,0.92,0.8712960147742757,0.9220240385258271,0.0020232675771370764,23,4,1973,0,27,1.2729429339548877
561,block_id,2000,0.0115,0.6388888888888888,1.0,0.7796610169491526,0.6821368969195055,0.7966729558435334,0.0065756196256954984,23,13,1964,0,36,1.2729429339548877
562,block_id,2000,0.012,0.6857142857142857,1.0,0.8135593220338984,0.7611287834972045,0.8257705797121274,0.005566801619433198,24,11,1965,0,35,1.2729429339548877
563,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.8949923890151594,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
564,block_id,2000,0.021,0.8571428571428571,1.0,0.9230769230769231,0.8582360513913534,0.9241636790979718,0.003575076608784474,42,7,1951,0,49,1.2729429339548877
565,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8308327127397662,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
566,block_id,2000,0.0115,0.7666666666666667,1.0,0.8679245283018868,0.831400966183575,0.8740435435381205,0.0035407182599898838,23,7,1970,0,30,1.2729429339548877
567,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7854411917669086,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
568,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8865600934601721,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
569,block_id,2000,0.016,0.9411764705882353,1.0,0.9696969696969697,0.9547481785906582,0.9696494162506357,0.0010162601626016261,32,2,1966,0,34,1.2729429339548877
570,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8905976589338218,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
571,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.8564075071815009,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
572,block_id,2000,0.016,0.7441860465116279,1.0,0.8533333333333334,0.7798138150609081,0.8602479119603501,0.005589430894308943,32,11,1957,0,43,1.2729429339548877
573,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.836684579788028,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
574,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8763460153315842,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
575,block_id,2000,0.016,0.7441860465116279,1.0,0.8533333333333334,0.7563689159343729,0.8602479119603501,0.005589430894308943,32,11,1957,0,43,1.2729429339548877
576,block_id,2000,0.019,0.8260869565217391,1.0,0.9047619047619048,0.8860763331784399,0.907038373010703,0.004077471967380225,38,8,1954,0,46,1.2729429339548877
577,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.8719547518982165,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
578,block_id,2000,0.011,0.88,1.0,0.9361702127659575,0.923937728937729,0.9373714943945858,0.0015166835187057635,22,3,1975,0,25,1.2729429339548877
579,block_id,2000,0.0175,0.7954545454545454,1.0,0.8860759493670886,0.8551326979898409,0.889837761725654,0.004580152671755725,35,9,1956,0,44,1.2729429339548877
580,block_id,2000,0.011,0.7857142857142857,1.0,0.88,0.7964580873671783,0.8850598431175017,0.003033367037411527,22,6,1972,0,28,1.2729429339548877
581,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.8715953637006268,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
582,block_id,2000,0.0175,0.875,1.0,0.9333333333333333,0.902791589363018,0.9342234940824783,0.002544529262086514,35,5,1960,0,40,1.2729429339548877
583,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.9290470726094849,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
584,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8854021011770814,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
585,block_id,2000,0.0105,0.75,1.0,0.8571428571428571,0.800125313283208,0.864492420454187,0.0035371399696816574,21,7,1972,0,28,1.2729429339548877
586,block_id,2000,0.0185,0.7872340425531915,1.0,0.8809523809523809,0.815444677647431,0.8849992546014523,0.005094243504839531,37,10,1953,0,47,1.2729429339548877
587,block_id,2000,0.018,0.8,1.0,0.8888888888888888,0.8275104256988315,0.8923754883567562,0.004582484725050916,36,9,1955,0,45,1.2729429339548877
588,block_id,2000,0.014,0.8484848484848485,1.0,0.9180327868852459,0.9021297813383726,0.9199638676236758,0.002535496957403651,28,5,1967,0,33,1.2729429339548877
589,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8803661372776815,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
590,block_id,2000,0.0185,0.8222222222222222,1.0,0.9024390243902439,0.874056545024287,0.9049151021229285,0.004075394803871625,37,8,1955,0,45,1.2729429339548877
591,block_id,2000,0.0105,0.7777777777777778,1.0,0.875,0.8763416477702192,0.8805791755797184,0.003031834259727135,21,6,1973,0,27,1.2729429339548877
592,block_id,2000,0.0105,0.875,1.0,0.9333333333333333,0.8879541327020318,0.9347050724754677,0.0015159171298635675,21,3,1976,0,24,1.2729429339548877
593,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.809600122100122,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
594,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9016501787399621,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
595,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.941558236197705,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
596,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8350840336134454,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
597,block_id,2000,0.0125,0.7352941176470589,1.0,0.847457627118644,0.8356692242114238,0.8555369134499706,0.004556962025316456,25,9,1966,0,34,1.2729429339548877
598,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.8513393583161025,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
599,block_id,2000,0.013,0.7878787878787878,1.0,0.8813559322033898,0.8556830850309112,0.8860501630652016,0.0035460992907801418,26,7,1967,0,33,1.2729429339548877
600,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8639503347741334,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
601,block_id,2000,0.0105,0.7777777777777778,1.0,0.875,0.8666310968831978,0.8805791755797184,0.003031834259727135,21,6,1973,0,27,1.2729429339548877
602,block_id,2000,0.0115,0.7419354838709677,1.0,0.8518518518518519,0.7733473362099625,0.8596122473844126,0.004046535154274153,23,8,1969,0,31,1.2729429339548877
603,block_id,2000,0.0145,0.6904761904761905,1.0,0.8169014084507042,0.7486760220191598,0.8282041175647971,0.006595636732623034,29,13,1958,0,42,1.2729429339548877
604,block_id,2000,0.015,0.7317073170731707,1.0,0.8450704225352113,0.7893318674235336,0.8530074101077028,0.005583756345177665,30,11,1959,0,41,1.2729429339548877
605,block_id,2000,0.018,0.9,1.0,0.9473684210526315,0.916998378298688,0.9477167330537007,0.002036659877800407,36,4,1960,0,40,1.2729429339548877
606,block_id,2000,0.012,0.75,1.0,0.8571428571428571,0.8607327153522807,0.864270537941122,0.004048582995951417,24,8,1968,0,32,1.2729429339548877
607,block_id,2000,0.015,0.75,1.0,0.8571428571428571,0.8603504273504273,0.8638245732792134,0.005076142131979695,30,10,1960,0,40,1.2729429339548877
608,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.9088168926289544,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
609,block_id,2000,0.0125,0.7352941176470589,1.0,0.847457627118644,0.8056626476677627,0.8555369134499706,0.004556962025316456,25,9,1966,0,34,1.2729429339548877
610,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8483250871008309,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
611,block_id,2000,0.0095,0.7916666666666666,1.0,0.8837209302325582,0.7922837396521607,0.8886329487385172,0.002523977788995457,19,5,1976,0,24,1.2729429339548877
612,block_id,2000,0.01,0.8333333333333334,1.0,0.9090909090909091,0.8791964285714287,0.9119483711536699,0.00202020202020202,20,4,1976,0,24,1.2729429339548877
613,block_id,2000,0.0085,0.8095238095238095,1.0,0.8947368421052632,0.858749257278669,0.8988275040412304,0.002017145738779627,17,4,1979,0,21,1.2729429339548877
614,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8402497841409593,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
615,block_id,2000,0.0125,0.8064516129032258,1.0,0.8928571428571429,0.8299476330121491,0.8966613816373059,0.0030379746835443038,25,6,1969,0,31,1.2729429339548877
616,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8047367414881025,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
617,block_id,2000,0.0145,0.6904761904761905,1.0,0.8169014084507042,0.7928556500970294,0.8282041175647971,0.006595636732623034,29,13,1958,0,42,1.2729429339548877
618,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.7957210747908421,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
619,block_id,2000,0.0105,0.75,1.0,0.8571428571428571,0.7838042909471481,0.864492420454187,0.0035371399696816574,21,7,1972,0,28,1.2729429339548877
620,block_id,2000,0.017,0.7555555555555555,1.0,0.8607594936708861,0.8007790731575897,0.8667918630390326,0.005595116988809766,34,11,1955,0,45,1.2729429339548877
621,block_id,2000,0.009,0.8181818181818182,1.0,0.9,0.8275252525252526,0.9036208239762572,0.0020181634712411706,18,4,1978,0,22,1.2729429339548877
622,block_id,2000,0.0115,0.8846153846153846,1.0,0.9387755102040817,0.8829583460018242,0.9398260607133311,0.0015174506828528073,23,3,1974,0,26,1.2729429339548877
623,block_id,2000,0.01,0.6896551724137931,1.0,0.8163265306122449,0.8872385485578889,0.8285652516100036,0.004545454545454545,20,9,1971,0,29,1.2729429339548877
624,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.8353853339360586,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
625,block_id,2000,0.018,0.9,1.0,0.9473684210526315,0.9027530204000792,0.9477167330537007,0.002036659877800407,36,4,1960,0,40,1.2729429339548877
626,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.9370009498052092,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
627,block_id,2000,0.0115,0.7419354838709677,1.0,0.8518518518518519,0.8017072069594551,0.8596122473844126,0.004046535154274153,23,8,1969,0,31,1.2729429339548877
628,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.914710895960896,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
629,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.9162638761768758,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
630,block_id,2000,0.019,0.8260869565217391,1.0,0.9047619047619048,0.8412161705128225,0.907038373010703,0.004077471967380225,38,8,1954,0,46,1.2729429339548877
631,block_id,2000,0.012,0.96,1.0,0.9795918367346939,0.9866666666666667,0.9795479416753862,0.0005060728744939271,24,1,1975,0,25,1.2729429339548877
632,block_id,2000,0.013,0.8387096774193549,1.0,0.9122807017543859,0.854357201937847,0.9146503627830495,0.0025329280648429585,26,5,1969,0,31,1.2729429339548877
633,block_id,2000,0.0195,0.8125,1.0,0.896551724137931,0.8846259876066961,0.8993169825963088,0.004589495155532891,39,9,1952,0,48,1.2729429339548877
634,block_id,2000,0.013,0.8387096774193549,1.0,0.9122807017543859,0.9045939302106285,0.9146503627830495,0.0025329280648429585,26,5,1969,0,31,1.2729429339548877
635,block_id,2000,0.0105,0.8076923076923077,1.0,0.8936170212765957,0.9357794399811208,0.8975809991401842,0.0025265285497726125,21,5,1974,0,26,1.2729429339548877
636,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8186613716205139,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
637,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.9053545382214664,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
638,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7729225865667513,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
639,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.874319763433064,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
640,block_id,2000,0.0105,0.875,1.0,0.9333333333333333,0.9239665096807954,0.9347050724754677,0.0015159171298635675,21,3,1976,0,24,1.2729429339548877
641,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.9308869949494949,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
642,block_id,2000,0.0185,0.8222222222222222,1.0,0.9024390243902439,0.88998228998229,0.9049151021229285,0.004075394803871625,37,8,1955,0,45,1.2729429339548877
643,block_id,2000,0.0115,0.696969696969697,1.0,0.8214285714285714,0.7657760012679922,0.8327330343479731,0.005058168942842691,23,10,1967,0,33,1.2729429339548877
644,block_id,2000,0.011,0.7857142857142857,1.0,0.88,0.8718805704099822,0.8850598431175017,0.003033367037411527,22,6,1972,0,28,1.2729429339548877
645,block_id,2000,0.013,0.7428571428571429,1.0,0.8524590163934426,0.7884436215957955,0.8599245642424581,0.004559270516717325,26,9,1965,0,35,1.2729429339548877
646,block_id,2000,0.018,0.8571428571428571,1.0,0.9230769230769231,0.8821869488536156,0.9244048325505596,0.003054989816700611,36,6,1958,0,42,1.2729429339548877
647,block_id,2000,0.0195,0.8863636363636364,1.0,0.9397590361445783,0.9185773740429611,0.9402678648600957,0.0025497195308516064,39,5,1956,0,44,1.2729429339548877
648,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.8675377485291806,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
649,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8326362968042127,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
650,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8412748171368861,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
651,block_id,2000,0.009,0.6428571428571429,1.0,0.782608695652174,0.7500995134896065,0.7997585047061339,0.005045408678102927,18,10,1972,0,28,1.2729429339548877
652,block_id,2000,0.0115,0.8518518518518519,1.0,0.92,0.8835033726338074,0.9220240385258271,0.0020232675771370764,23,4,1973,0,27,1.2729429339548877
653,block_id,2000,0.015,0.7894736842105263,1.0,0.8823529411764706,0.8487620566567936,0.8867173730711032,0.0040609137055837565,30,8,1962,0,38,1.2729429339548877
654,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.8776209150326796,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
655,block_id,2000,0.01,0.6896551724137931,1.0,0.8163265306122449,0.713087993818217,0.8285652516100036,0.004545454545454545,20,9,1971,0,29,1.2729429339548877
656,block_id,2000,0.012,0.6666666666666666,1.0,0.8,0.6905637254901961,0.8140135647952773,0.006072874493927126,24,12,1964,0,36,1.2729429339548877
657,block_id,2000,0.014,0.7,1.0,0.8235294117647058,0.7286421598451674,0.8341105233190395,0.006085192697768763,28,12,1960,0,40,1.2729429339548877
658,block_id,2000,0.012,0.75,1.0,0.8571428571428571,0.787554207488418,0.864270537941122,0.004048582995951417,24,8,1968,0,32,1.2729429339548877
659,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9198464947719508,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
660,block_id,2000,0.0185,0.8222222222222222,1.0,0.9024390243902439,0.9051020778843359,0.9049151021229285,0.004075394803871625,37,8,1955,0,45,1.2729429339548877
661,block_id,2000,0.0155,0.8611111111111112,1.0,0.9253731343283582,0.9325784897664281,0.9267817649964993,0.0025393600812595226,31,5,1964,0,36,1.2729429339548877
662,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8027098493436209,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
663,block_id,2000,0.0165,0.75,1.0,0.8571428571428571,0.801010101010101,0.8636004838047856,0.005592272496187087,33,11,1956,0,44,1.2729429339548877
664,block_id,2000,0.016,0.8,1.0,0.8888888888888888,0.8405776515151515,0.8926073982886736,0.0040650406504065045,32,8,1960,0,40,1.2729429339548877
665,block_id,2000,0.0125,0.6756756756756757,1.0,0.8064516129032258,0.7731234409822116,0.8194939319370809,0.0060759493670886075,25,12,1963,0,37,1.2729429339548877
666,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8821816876164702,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
667,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8102956514762517,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
668,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.7942181650877304,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
669,block_id,2000,0.015,0.6818181818181818,1.0,0.8108108108108109,0.6553702437912964,0.822783551986471,0.007106598984771574,30,14,1956,0,44,1.2729429339548877
670,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.8139037552755939,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
671,block_id,2000,0.0085,0.6538461538461539,1.0,0.7906976744186046,0.6930052790346909,0.8067704891320054,0.0045385779122541605,17,9,1974,0,26,1.2729429339548877
672,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.7714340659340659,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
673,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8478445878928107,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
674,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.911618947731648,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
675,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.865890522875817,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
676,block_id,2000,0.011,0.6285714285714286,1.0,0.7719298245614035,0.8387612387612388,0.7902153323990702,0.006572295247724975,22,13,1965,0,35,1.2729429339548877
677,block_id,2000,0.014,0.6829268292682927,1.0,0.8115942028985508,0.7231951442487724,0.8236654515846656,0.006592292089249493,28,13,1959,0,41,1.2729429339548877
678,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8763411555015753,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
